,date,endpoint_type,backend,label,model_id,tokenizer_id,num_prompts,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,request_goodput,output_throughput,total_token_throughput,max_output_tokens_per_s,max_concurrent_requests,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p99_e2el_ms,run_number,max_num_seqs,max_model_len,dtype
10,20251203-000411,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,8,17.53195333399981,100,0,10100,2300,5.703870988868621,,131.1890327439783,707.280002619709,144.0,16,116.42349822001052,116.58360550018187,6.854702036951167,134.81843923008455,55.996659199090146,56.017075863647655,0.18903022593320978,56.351624534562774,55.996668831816436,55.94107000024451,0.6159365720521339,57.224185949507955,1348.350000599994,1348.7000374998388,7.87916004484651,1366.5618066694697,1,256,4096,auto
11,20251203-000440,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,8,17.5171734380001,100,0,10100,2300,5.708683558676736,,131.29972184956492,707.8767612759152,144.0,16,116.30392794001637,116.42141750007795,6.613737205217969,132.89976855064197,55.940088811361086,55.93921886363453,0.16619368016125716,56.32543278769968,55.940098538634295,55.91633599942725,0.6302178809269144,57.293400890257544,1346.9858817899603,1346.3380630000756,7.294352177556299,1365.5500894902707,2,256,4096,auto
12,20251203-000501,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,9.626837977999458,100,0,10100,2300,10.387626781351615,,238.91541597108716,1288.0657208876003,288.0,32,121.78792016001353,118.88899149971621,11.141666893466203,147.77843090028,57.161123608180695,57.23628497728649,0.4058066889196295,57.61512218276328,57.16113231863553,57.12529700031155,0.7921161347083407,59.36286091952752,1379.332639539989,1378.2656574999237,15.876939875614994,1408.8516147405971,0,256,4096,auto
13,20251203-000522,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,9.636479153000437,100,0,10100,2300,10.377234092688694,,238.67638413183997,1286.777027493398,288.0,32,121.34412547004104,119.24847350019263,10.144158283130198,144.31233482944663,57.232436385001236,57.286701954560414,0.3807287744731302,57.723080725912624,57.23244519136477,57.18113750026532,0.8095393144484687,59.82757826050147,1380.4577259400685,1380.0910185004795,14.13408471764116,1404.584411769365,1,256,4096,auto
14,20251203-000543,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,9.632428171000356,100,0,10100,2300,10.381598307793528,,238.77676107925114,1287.3181901663975,288.0,32,121.43222685997898,118.68842400008361,10.82719716084939,146.60363383969525,57.209127053184524,57.26575000000428,0.39585924005860906,57.66737961318954,57.20913583909144,57.17752000009568,0.8092020501901942,59.51688566046869,1380.0330220300384,1379.2763884998749,14.558907418887697,1404.8615678303759,2,256,4096,auto
15,20251203-000601,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,6.045154412999182,100,0,10100,2300,16.542174635765345,,380.47001662260294,2051.2296548349027,480.0,64,148.46336914994936,127.1322349998627,32.09932601458551,193.68426879014805,64.24158050863545,64.6023748636253,1.8158205989342833,65.1266016940876,64.24158869590718,64.32498250023855,2.188510913177057,68.40717118077919,1561.7781403399295,1550.8631375000732,54.66968979055613,1614.097793720266,0,256,4096,auto
16,20251203-000618,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,6.102345962999607,100,0,10100,2300,16.38714038934053,,376.9042289548322,2032.005408278226,480.0,64,161.0579520000647,175.81220000010944,26.776495911554463,189.98440290997678,64.36668708545064,64.6244858636361,1.859319433878153,65.1765095331447,64.36669506272582,64.3527020001784,2.447186789913977,70.53499677007494,1577.1250678799788,1604.871509000077,56.185784750358934,1611.4074392596922,1,256,4096,auto
17,20251203-000636,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,6.0209740009995585,100,0,10100,2300,16.608608504769947,,381.99799560970877,2059.4674545914736,480.0,64,143.29411025998525,122.13278099989111,28.90042341420407,183.30081832009458,64.27488213318199,64.7165349545379,1.897852579211208,64.9099049518145,64.27489009272739,64.43812550014627,2.4895176125162957,69.62361588997737,1557.3415171899887,1547.3556400002053,55.101396769688805,1605.7765722093882,2,256,4096,auto
18,20251203-000651,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,3.48360587300067,100,0,10100,2300,28.705887992393098,,660.2354238250413,3559.530111056744,775.0,100,246.89213429004667,287.4380965004093,61.63386194478904,298.7139321202176,68.74393932773027,70.37133395457121,2.333889648154122,70.61725192271257,68.74394633500246,69.2691485000978,3.813039008312098,85.04488537985708,1759.2587995001122,1836.358822999955,108.62012163007337,1851.8487392199222,0,256,4096,auto
19,20251203-000706,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,3.4112383990004673,100,0,10100,2300,29.314867008210616,,674.2419411888442,3635.0435090181163,856.0,100,216.3811667599839,219.4357475000288,64.63111163905236,308.83919373971366,68.46528183681957,69.46865743183976,2.5356472288500824,70.93243146681618,68.46528986590948,68.88545750007324,4.276861857855342,92.06770390017482,1722.6173671700144,1778.4491739998884,108.61168693177035,1837.3006053199424,1,256,4096,auto
20,20251203-000721,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,3.413447529000223,100,0,10100,2300,29.295894883519527,,673.8055823209492,3632.6909655564214,868.0,100,209.17148147997978,208.57189999969705,63.29434548399297,300.1720869397559,68.68000402318226,69.53059720453066,2.2667383878479708,71.03838586225719,68.68001148909116,69.24944000002142,4.109466999911087,94.45896673056266,1720.1315699899897,1770.2075955003238,102.82601330521932,1829.9835530200562,2,256,4096,auto
21,20251203-000734,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,2.119423072000245,100,0,10100,2300,47.18265141165191,,1085.200982467994,5850.648775044837,1299.0,100,359.33938198998476,389.25875549966804,64.44264384634856,399.71125307954026,78.47240171090685,77.7382572954676,1.4831892037536232,81.58548285682835,78.47240909636349,77.30438250018778,8.468149240651348,82.58219645014833,2085.7322196299356,2099.571034999826,35.215497928883536,2110.980235759307,0,256,4096,auto
22,20251203-000748,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,2.147476940999695,100,0,10100,2300,46.56627416611418,,1071.024305820626,5774.217996598158,1298.0,100,371.1249357700035,411.6375500002505,66.19772601011107,426.25301472984575,78.76378354363749,77.91727620453706,1.3097898117488602,80.73287796272655,78.76379108727427,77.55848250008057,7.444362460057141,136.5529090897325,2103.928173730028,2124.9427110001307,42.99812314020967,2141.71843241038,1,256,4096,auto
23,20251203-000802,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,2.1030248099996243,100,0,10100,2300,47.55055647680061,,1093.662798966414,5896.269003123275,1299.0,100,331.8513894300486,373.5054714998114,62.41445691390545,384.9594806496498,78.54715155954389,77.58825884091245,1.3988335906678844,80.56376601271205,78.54715915681813,77.39294650036754,7.835819752574801,137.24133036022974,2059.888723740014,2078.869332499835,34.72497591374531,2091.070535869785,2,256,4096,auto
