,date,endpoint_type,backend,label,model_id,tokenizer_id,num_prompts,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,request_goodput,output_throughput,total_token_throughput,max_output_tokens_per_s,max_concurrent_requests,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p99_e2el_ms,run_number,max_num_seqs,max_model_len,dtype
10,20251203-041310,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,8,193.10454932599896,100,0,13500,25600,0.5178541901215391,,132.570672671114,202.4809883375218,144.0,16,117.93611161006993,117.62439100129995,6.456310622183374,134.66656355951272,57.84349682600043,57.908244680391576,0.309113141270221,57.94191547271019,57.84349767251044,57.82644799910486,1.18176777750917,60.267498538705695,14868.027802240176,14883.999748501083,79.66942956659452,14909.803253188948,1,256,4096,auto
11,20251203-041647,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,8,192.964155149999,100,0,13500,25600,0.5182309632701777,,132.6671265971655,202.6283066386395,144.0,16,117.96414770004048,117.6184159994591,6.297474801107568,133.3797099799267,57.79737146839262,57.85140310980233,0.28995213235250367,57.919534175805396,57.79737226623547,57.741173997783335,1.170650233621338,60.14789183049288,14856.293872140159,14869.556395498876,74.85958227602816,14902.789389358295,2,256,4096,auto
12,20251203-041900,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,108.32632983800067,100,0,13500,25600,0.9231366016881354,,236.32297003216266,360.9464112600609,288.0,32,123.88626223026222,120.87404900012189,10.4228292814787,148.20325365955796,60.65621003207828,60.812439888232966,0.8724565294031956,60.88508803553323,60.65621079015631,60.572255999431945,2.293837594020713,65.18203612005891,15591.219820410224,15627.627065001434,224.70321316444392,15673.886861669162,0,256,4096,auto
13,20251203-042113,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,108.32907403799982,100,0,13500,25600,0.9231132167244581,,236.31698348146128,360.9372677392631,287.0,32,123.66429659032292,120.2960515020095,10.863860045552409,149.51072781943367,60.66226064352881,60.82894446665829,0.8804923791863768,60.905428986201336,60.66226141858794,60.63872950107907,2.287489661162599,65.08859138819389,15592.540760690172,15631.84897949941,226.7351113785199,15679.98602188065,1,256,4096,auto
14,20251203-042325,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,16,108.31485237299785,100,0,13500,25600,0.9232344208496499,,236.34801173751038,360.98465855221315,288.0,32,123.5640156700174,121.18449949957721,9.653188514072193,145.62071916967398,60.64546773047086,60.80728689607806,0.8625145952881298,60.88582652428315,60.64546846313754,60.68299899925478,2.2939260263561283,65.31360793014755,15588.158286940088,15626.278179499423,221.93429604711,15671.483831537516,2,256,4096,auto
15,20251203-042459,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,69.55904715200086,100,0,13500,25600,1.4376275135206982,,368.03264346129873,562.1123577865931,480.0,64,167.22468002975802,149.0442489994166,32.32381605670253,212.6135908015567,70.71929493333371,71.33327900588554,2.928397048788684,71.37044724039066,70.71929563054836,70.95211950036173,4.883878337907931,79.19135535787062,18200.644888029856,18329.68193350098,757.1281306711628,18411.40446730922,0,256,4096,auto
16,20251203-042633,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,69.65428675000294,100,0,13500,25600,1.4356618187608645,,367.5294256027813,561.343771135498,480.0,64,153.8594653299515,141.8954449982266,26.46897269658056,195.70708684965211,70.8987007305875,71.51718287646408,2.961478232549523,71.6092145530123,70.89870148211733,71.300412500932,4.908773461315872,79.50287461117112,18233.02815162977,18378.451887499978,759.6052702028818,18449.431003830396,1,256,4096,auto
17,20251203-042807,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,32,69.55389846199978,100,0,13500,25600,1.4377339331257502,,368.05988688019204,562.1539678521683,480.0,64,152.94051139979274,146.08745350051322,19.619011341350912,216.12140723180346,70.74894960666666,71.3356223823497,2.923730930753326,71.38012139142266,70.7489502675684,71.1511525005335,4.894787633238825,79.21948154980782,18193.922661099787,18345.003631999134,752.9458675710011,18393.712146570433,2,256,4096,auto
18,20251203-042912,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,40.545685215998674,100,0,13500,25600,2.4663536814650158,,631.386542455044,964.3442894528213,896.0,100,293.0742033698334,315.73704599941266,43.80499246414239,394.99040851827885,80.32203962392198,83.07157980589002,5.294420658897453,90.43184409883072,80.32204026654925,77.3316260019783,35.35001584266909,92.76765174960019,20775.194307469937,21503.077572500843,1386.9269838184878,23455.110653720112,0,256,4096,auto
19,20251203-043016,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,40.38994213700062,100,0,13500,25600,2.4758639084157417,,633.8211605544299,968.062788190555,896.0,100,262.2649438098597,253.57256650022464,39.51959226191094,347.30430946859997,80.16573176235383,82.79194414314465,5.260038815382494,90.09753747655016,80.16573254270627,76.93706349891727,37.285436169122534,94.60846271118496,20704.526543210086,21366.915689999587,1368.2666371425796,23322.86313631208,1,256,4096,auto
20,20251203-043121,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,64,40.456062896999356,100,0,13500,25600,2.4718173949501407,,632.785253107236,966.4806014255051,896.0,100,288.84747314998094,317.96399950144405,45.61651256309498,329.7494919979363,80.13255804752906,82.8485485686257,5.2228487722490655,89.93159045850417,80.13255870403972,77.0734950001497,35.28979793859484,93.38271846885618,20722.649775269892,21447.835621500417,1369.3188119018819,23248.343591669764,2,256,4096,auto
21,20251203-043218,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,32.86819906099845,100,0,13500,25600,3.0424544957396353,,778.8683509093466,1189.5997078341975,1200.0,100,458.02154577013425,526.7650980003964,88.87125202325892,539.103420129868,101.97432001062718,93.22752932941297,11.42825110858187,124.43395788085449,101.9743210534514,90.74671999951534,323.82316993860445,128.53698859024007,26461.473148480072,24310.820471499028,2970.9161939858204,32257.978318617574,0,256,4096,auto
22,20251203-043315,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,32.7911256389998,100,0,13500,25600,3.0496055884420747,,780.6990306411711,1192.3957850808513,1200.0,100,418.1789678397399,444.53231250008685,71.80219736410562,455.467006088802,101.88695920278506,93.39137416863392,11.184062998885167,124.26358474569933,101.88695978470587,90.78439550103212,320.56619019306993,121.28932846851967,26399.35356454993,24270.900162500766,2869.8844049438417,32124.961238741605,1,256,4096,auto
23,20251203-043412,vllm,vllm,,meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,100,inf,1.0,128,32.75947820500005,100,0,13500,25600,3.052551672960929,,781.4532282779978,1193.5477041277234,1200.0,100,367.04822983007034,424.64807399846904,84.39584276092269,436.94527083964203,101.88933104443092,93.2417154548959,11.354123364900818,124.21753224117087,101.88933166368581,90.72371600086626,322.33763280434937,127.67978537198357,26348.827646159953,24209.449701998892,2942.199048473326,32095.255926878166,2,256,4096,auto
